AcademicYear,Stu_deID,School_deID,GradeLevel,DOB,TestAge,StudentGender,StudentEthnicity,Special_Education,Homeless,SocioEconomically,TestDayName,TestDate,OverallScore,OverallLevel,ExpectedAttendanceDays,DaysAttended,AttendedPct,EnrolledPct,GradeEnrolledPct,GradeAttendedPct,TeacherGender,TeacherTotalYearsOfService,TeacherEthnicity
2017-2018,158,9,1,2011-07-25,6.814650540394395,M,Hispanic,N,N,Y,Friday,2018-05-18,1476,4,180.0,157.0,0.8722222222222222,1.0,1.9999989999999999,1.8722222222222222,F,15,Hispanic
2017-2018,159,1,6,2006-02-17,12.046790830749433,M,Hispanic,N,N,Y,Tuesday,2018-03-06,1538,3,180.0,173.0,0.9611111111111111,1.0,6.999999,6.961111111111111,M,8,White
2017-2018,160,3,2,2010-01-19,8.287644510154212,M,Hispanic,Y,N,Y,Friday,2018-05-04,1497,4,180.0,158.0,0.8777777777777778,1.0,2.999999,2.8777777777777778,F,11,Hispanic
2017-2018,161,5,2,2009-10-08,8.501201256699316,F,Hispanic,N,Y,Y,Monday,2018-04-09,1480,3,180.0,173.0,0.9611111111111111,1.0,2.999999,2.9611111111111112,F,4,Hispanic
2017-2018,162,1,1,2011-06-14,6.918691006659959,M,Hispanic,N,N,Y,Tuesday,2018-05-15,1538,4,180.0,175.0,0.9722222222222222,1.0,1.9999989999999999,1.9722222222222223,F,7,Hispanic
2017-2018,163,5,0,2012-10-31,5.437483315879176,M,Hispanic,Y,N,N,Monday,2018-04-09,1416,3,180.0,154.0,0.8555555555555555,1.0,0.999999,0.8555555555555555,F,8,Asian
2017-2018,164,2,2,2010-07-15,7.7181598527006035,F,Hispanic,N,N,Y,Tuesday,2018-04-03,1444,2,180.0,173.0,0.9611111111111111,1.0,2.999999,2.9611111111111112,F,8,Hispanic
2017-2018,165,1,1,2010-09-24,7.551147525274304,M,Hispanic,N,N,Y,Friday,2018-04-13,1430,2,180.0,175.0,0.9722222222222222,1.0,1.9999989999999999,1.9722222222222223,F,2,Hispanic
2017-2018,166,9,5,2007-09-29,10.401308719549341,M,Hispanic,N,N,Y,Thursday,2018-02-22,1536,3,180.0,170.0,0.9444444444444444,1.0,5.999999,5.944444444444445,F,5,White
2017-2018,167,2,3,2009-08-17,8.471084279622442,M,Hispanic,N,N,Y,Monday,2018-02-05,1514,3,180.0,172.0,0.9555555555555556,1.0,3.999999,3.9555555555555557,F,7,White
2017-2018,168,8,5,2007-09-03,10.467018487717064,F,Missing,N,N,Y,Tuesday,2018-02-20,1519,3,177.0,154.0,0.8700564971751412,0.9833333333333333,5.983333333333333,5.870056497175141,F,2,White
2017-2018,169,9,2,2010-02-18,8.175390322867683,F,Hispanic,Y,N,Y,Monday,2018-04-23,1479,3,180.0,119.0,0.6611111111111111,1.0,2.999999,2.661111111111111,F,19,Hispanic
2017-2018,170,4,1,2010-10-29,7.570312874323224,M,Hispanic,N,N,Y,Friday,2018-05-25,1414,1,180.0,163.0,0.9055555555555556,1.0,1.9999989999999999,1.9055555555555554,F,8,Hispanic
2017-2018,171,0,3,2009-07-17,8.618931257999822,F,Hispanic,N,N,Y,Wednesday,2018-02-28,1498,3,180.0,153.0,0.85,1.0,3.999999,3.85,F,7,White
2017-2018,172,8,1,2011-04-01,7.047372635988419,F,Filipino,N,N,Y,Wednesday,2018-04-18,1481,4,180.0,175.0,0.9722222222222222,1.0,1.9999989999999999,1.9722222222222223,F,9,Hispanic
2017-2018,173,3,6,2006-04-23,11.857875247267227,F,Hispanic,N,N,Y,Friday,2018-03-02,1549,3,180.0,175.0,0.9722222222222222,1.0,6.999999,6.972222222222222,F,24,Hispanic
2017-2018,174,8,1,2010-11-13,7.427941709959821,M,Hispanic,N,N,Y,Wednesday,2018-04-18,1472,4,180.0,168.0,0.9333333333333333,1.0,1.9999989999999999,1.9333333333333333,M,18,White
2017-2018,175,3,0,2012-03-17,6.1301737886472685,F,Hispanic,N,N,Y,Friday,2018-05-04,1454,4,180.0,177.0,0.9833333333333333,1.0,0.999999,0.9833333333333333,F,13,Hispanic
2017-2018,176,3,1,2011-08-21,6.69692053909389,F,Hispanic,N,N,Y,Wednesday,2018-05-02,1397,1,180.0,168.0,0.9333333333333333,1.0,1.9999989999999999,1.9333333333333333,F,1,Hispanic
2017-2018,177,0,0,2012-09-21,5.672943318480188,M,Hispanic,N,N,N,Friday,2018-05-25,1376,1,180.0,167.0,0.9277777777777778,1.0,0.999999,0.9277777777777778,F,11,Hispanic
2017-2018,179,9,2,2010-05-28,7.9700472973435454,F,Hispanic,N,N,Y,Thursday,2018-05-17,1513,4,180.0,163.0,0.9055555555555556,1.0,2.999999,2.9055555555555554,F,28,Hispanic
2017-2018,180,9,0,2011-10-04,6.540859839695544,F,Hispanic,N,N,Y,Thursday,2018-04-19,1455,4,180.0,173.0,0.9611111111111111,1.0,0.999999,0.9611111111111111,F,6,Filipino
2017-2018,181,1,0,2011-12-01,6.36563379124828,F,Hispanic,N,N,Y,Friday,2018-04-13,1545,4,180.0,177.0,0.9833333333333333,1.0,0.999999,0.9833333333333333,F,5,Hispanic
2017-2018,182,9,1,2011-05-25,6.913215192645982,F,Hispanic,N,N,Y,Monday,2018-04-23,1410,1,180.0,172.0,0.9555555555555556,1.0,1.9999989999999999,1.9555555555555557,F,15,Hispanic
2017-2018,184,5,2,2009-11-18,8.388947069412787,M,Hispanic,Y,N,Y,Monday,2018-04-09,1494,4,180.0,173.0,0.9611111111111111,1.0,2.999999,2.9611111111111112,F,8,White
2017-2018,186,7,2,2010-07-19,7.849579389036052,M,Hispanic,N,Y,Y,Friday,2018-05-25,1414,1,180.0,172.0,0.9555555555555556,1.0,2.999999,2.9555555555555557,F,14,Hispanic
2017-2018,187,0,3,2009-06-29,8.668213584125615,F,Hispanic,N,N,Y,Wednesday,2018-02-28,1493,3,180.0,178.0,0.9888888888888889,1.0,3.999999,3.988888888888889,F,24,Hispanic
2017-2018,188,5,6,2005-12-31,12.107024784903182,F,Hispanic,N,N,Y,Thursday,2018-02-08,1489,2,180.0,176.0,0.9777777777777777,1.0,6.999999,6.977777777777778,F,15,White
2017-2018,189,1,4,2007-09-30,10.376667556486444,M,Hispanic,N,N,N,Wednesday,2018-02-14,1546,4,180.0,143.0,0.7944444444444444,1.0,4.999999,4.794444444444444,F,10,Black/African Am
2017-2018,190,7,3,2009-06-25,8.69833056120249,F,Filipino,N,N,Y,Wednesday,2018-03-07,1513,3,180.0,179.0,0.9944444444444445,1.0,3.999999,3.9944444444444445,F,8,Hispanic
2017-2018,192,3,2,2010-08-19,7.704470317665661,F,Hispanic,N,N,Y,Thursday,2018-05-03,1497,4,180.0,159.0,0.8833333333333333,1.0,2.999999,2.8833333333333333,F,13,Hispanic
2017-2018,193,8,2,2010-08-03,7.704470317665661,M,White,N,Y,Y,Tuesday,2018-04-17,1477,3,180.0,163.0,0.9055555555555556,1.0,2.999999,2.9055555555555554,F,10,White
2017-2018,194,1,1,2010-10-19,7.570312874323224,M,Hispanic,N,N,N,Tuesday,2018-05-15,1520,4,180.0,177.0,0.9833333333333333,1.0,1.9999989999999999,1.9833333333333334,F,5,White
2017-2018,195,9,0,2012-03-26,6.141125416675223,M,Hispanic,N,N,Y,Thursday,2018-05-17,1531,4,180.0,142.0,0.7888888888888889,1.0,0.999999,0.7888888888888889,F,3,Hispanic
2017-2018,196,8,1,2011-07-15,6.822864261415361,M,Hispanic,N,N,Y,Friday,2018-05-11,1475,4,180.0,152.0,0.8444444444444444,1.0,1.9999989999999999,1.8444444444444446,F,26,Hispanic
2017-2018,197,9,5,2006-12-21,11.1733984955201,M,Hispanic,N,N,Y,Thursday,2018-02-22,1521,3,180.0,157.0,0.8722222222222222,1.0,5.999999,5.872222222222222,F,7,White
2017-2018,199,7,2,2010-06-30,7.8550552030500285,M,Hispanic,N,N,Y,Tuesday,2018-05-08,1485,3,180.0,174.0,0.9666666666666667,1.0,2.999999,2.966666666666667,F,19,Hispanic
2017-2018,200,0,1,2011-05-15,7.022731472925522,F,Hispanic,N,N,Y,Wednesday,2018-05-23,1466,3,180.0,177.0,0.9833333333333333,1.0,1.9999989999999999,1.9833333333333334,F,11,Hispanic
2017-2018,201,3,0,2011-12-14,6.43955728043697,F,Hispanic,N,Y,Y,Wednesday,2018-05-23,1438,3,180.0,174.0,0.9666666666666667,1.0,0.999999,0.9666666666666667,F,1,White
2017-2018,202,2,0,2012-07-23,5.7194877375989925,F,Hispanic,N,N,N,Thursday,2018-04-12,1417,3,180.0,169.0,0.9388888888888889,1.0,0.999999,0.9388888888888889,F,16,Hispanic
2017-2018,203,3,6,2006-04-11,11.893468038358078,F,Hispanic,N,N,Y,Saturday,2018-03-03,1457,1,180.0,175.0,0.9722222222222222,1.0,6.999999,6.972222222222222,F,24,Hispanic
2017-2018,204,4,2,2010-08-18,7.688042875623729,F,Filipino,N,N,N,Thursday,2018-04-26,1531,4,180.0,180.0,1.0,1.0,2.999999,2.999999,F,13,Filipino
2017-2018,205,8,1,2011-06-17,6.833815889443315,M,Asian,N,N,N,Tuesday,2018-04-17,1458,3,180.0,165.0,0.9166666666666666,1.0,1.9999989999999999,1.9166666666666665,M,18,White
2017-2018,207,4,3,2009-04-16,8.865342888628788,M,Hispanic,N,N,Y,Monday,2018-02-26,1471,2,180.0,172.0,0.9555555555555556,1.0,3.999999,3.9555555555555557,F,13,Hispanic
2017-2018,209,0,4,2008-06-11,9.719569874809203,M,Hispanic,N,N,Y,Thursday,2018-03-01,1450,1,163.0,148.0,0.9079754601226994,0.9055555555555556,4.905555555555556,4.9079754601226995,F,15,Hispanic
2017-2018,210,9,6,2006-08-04,11.553967569491503,M,Hispanic,N,N,Y,Thursday,2018-02-22,1520,3,180.0,147.0,0.8166666666666667,1.0,6.999999,6.816666666666666,F,14,White
2017-2018,211,0,0,2012-01-10,6.305399837094533,M,Hispanic,N,Y,Y,Tuesday,2018-05-01,1386,2,180.0,151.0,0.8388888888888889,1.0,0.999999,0.8388888888888889,F,8,Hispanic
2017-2018,212,2,6,2006-09-27,11.359576171995318,M,Hispanic,N,N,Y,Monday,2018-02-05,1532,3,180.0,152.0,0.8444444444444444,1.0,6.999999,6.844444444444444,F,4,Filipino
2017-2018,213,3,0,2012-07-25,5.826266110871544,F,Hispanic,N,N,N,Wednesday,2018-05-23,1413,2,180.0,177.0,0.9833333333333333,1.0,0.999999,0.9833333333333333,F,1,White
2017-2018,214,6,0,2012-06-23,5.881024251011314,M,Hispanic,N,N,Y,Friday,2018-05-11,1452,4,180.0,173.0,0.9611111111111111,1.0,0.999999,0.9611111111111111,M,7,Hispanic
2017-2018,215,0,6,2006-07-01,11.663483849771042,M,Hispanic,Y,N,Y,Wednesday,2018-02-28,1555,4,180.0,158.0,0.8777777777777778,1.0,6.999999,6.877777777777778,F,4,White
2017-2018,216,2,0,2012-04-01,6.009705880339774,M,Hispanic,N,N,Y,Thursday,2018-04-05,1447,4,180.0,178.0,0.9888888888888889,1.0,0.999999,0.9888888888888889,F,29,Hispanic
2017-2018,217,7,1,2011-07-05,6.8885740295830855,F,Hispanic,N,N,Y,Friday,2018-05-25,1433,2,180.0,173.0,0.9611111111111111,1.0,1.9999989999999999,1.9611111111111112,F,8,Hispanic
2017-2018,218,7,0,2012-11-01,5.549737503165705,F,Hispanic,N,N,N,Monday,2018-05-21,1275,1,180.0,150.0,0.8333333333333334,1.0,0.999999,0.8333333333333334,F,2,Hispanic
2017-2018,219,9,2,2009-10-06,8.536794047790167,M,Hispanic,N,N,Y,Friday,2018-04-20,1618,4,180.0,174.0,0.9666666666666667,1.0,2.999999,2.966666666666667,F,19,Hispanic
2017-2018,220,9,3,2009-05-29,8.73392335229334,M,Hispanic,N,N,Y,Wednesday,2018-02-21,1490,3,180.0,169.0,0.9388888888888889,1.0,3.999999,3.938888888888889,F,6,Hispanic
2017-2018,221,8,4,2008-03-10,9.949554063396237,F,Hispanic,N,N,Y,Tuesday,2018-02-20,1486,2,180.0,174.0,0.9666666666666667,1.0,4.999999,4.966666666666667,F,5,Hispanic
2017-2018,223,3,1,2010-10-24,7.534720083232373,F,Hispanic,Y,N,Y,Monday,2018-05-07,1427,2,180.0,173.0,0.9611111111111111,1.0,1.9999989999999999,1.9611111111111112,F,4,Hispanic
2017-2018,224,6,1,2011-08-19,6.776319842296556,M,Hispanic,N,N,Y,Tuesday,2018-05-29,1437,3,180.0,164.0,0.9111111111111111,1.0,1.9999989999999999,1.911111111111111,F,6,Hispanic
2017-2018,225,2,2,2009-10-25,8.44096730254557,F,Hispanic,N,N,Y,Wednesday,2018-04-04,1503,4,180.0,145.0,0.8055555555555556,1.0,2.999999,2.8055555555555554,F,2,White
2017-2018,226,3,2,2010-07-15,7.800297062910258,M,Hispanic,N,N,Y,Thursday,2018-05-03,1469,3,180.0,163.0,0.9055555555555556,1.0,2.999999,2.9055555555555554,F,9,Hispanic
2017-2018,227,0,1,2011-05-05,7.050110542995407,F,Hispanic,N,N,Y,Wednesday,2018-05-23,1424,2,180.0,162.0,0.9,1.0,1.9999989999999999,1.9,F,22,White
2017-2018,228,3,2,2010-03-24,8.106942647692971,M,Hispanic,N,N,Y,Wednesday,2018-05-02,1475,3,180.0,169.0,0.9388888888888889,1.0,2.999999,2.938888888888889,F,3,Hispanic
2017-2018,229,8,1,2010-11-12,7.43067961696681,M,Hispanic,N,Y,Y,Wednesday,2018-04-18,1428,2,164.0,128.0,0.7804878048780488,0.9111111111111111,1.911111111111111,1.7804878048780488,F,9,Hispanic
2017-2018,231,1,3,2009-08-22,8.47656009363642,M,Hispanic,N,N,Y,Monday,2018-02-12,1496,3,180.0,167.0,0.9277777777777778,1.0,3.999999,3.927777777777778,F,6,White
2017-2018,232,4,6,2006-09-26,11.4115964051281,M,Hispanic,N,N,Y,Friday,2018-02-23,1508,2,153.0,135.0,0.8823529411764706,0.85,6.85,6.882352941176471,F,1,White
2017-2018,233,6,2,2010-07-12,7.827676132980144,F,Hispanic,N,N,N,Thursday,2018-05-10,1550,4,179.0,132.0,0.7374301675977654,0.9944444444444445,2.9944444444444445,2.7374301675977653,F,2,White
2017-2018,234,7,2,2009-12-21,8.38347125539881,F,Hispanic,N,N,Y,Thursday,2018-05-10,1481,3,180.0,178.0,0.9888888888888889,1.0,2.999999,2.988888888888889,F,14,Hispanic
2017-2018,236,7,3,2008-02-21,10.042642901633846,M,Multiple,Y,N,N,Thursday,2018-03-08,1454,1,175.0,160.0,0.9142857142857143,0.9722222222222222,3.9722222222222223,3.914285714285714,F,1,Asian
2017-2018,237,4,5,2007-03-13,10.95162802795403,M,Hispanic,N,N,Y,Friday,2018-02-23,1575,4,180.0,172.0,0.9555555555555556,1.0,5.999999,5.955555555555556,F,2,Hispanic
2017-2018,238,1,2,2010-04-29,7.7975591559032695,M,Hispanic,N,N,Y,Wednesday,2018-02-14,1418,1,180.0,168.0,0.9333333333333333,1.0,2.999999,2.9333333333333336,F,5,Hispanic
2017-2018,239,2,0,2012-08-25,5.609971457319452,F,Hispanic,N,N,Y,Thursday,2018-04-05,1449,4,180.0,176.0,0.9777777777777777,1.0,0.999999,0.9777777777777777,F,29,Hispanic
2017-2018,240,1,6,2006-09-24,11.512898964386675,F,Filipino,Y,N,Y,Friday,2018-03-30,1150,1,180.0,171.0,0.95,1.0,6.999999,6.95,M,5,White
2017-2018,242,4,5,2007-07-07,10.642244536164329,M,Hispanic,Y,N,Y,Monday,2018-02-26,1493,3,180.0,164.0,0.9111111111111111,1.0,5.999999,5.911111111111111,F,26,White
2017-2018,243,0,0,2012-03-29,6.086367276535452,F,Hispanic,N,N,Y,Monday,2018-04-30,1400,2,180.0,109.0,0.6055555555555555,1.0,0.999999,0.6055555555555555,F,2,White
2017-2018,244,1,4,2008-06-28,9.63195685058557,F,Hispanic,N,N,Y,Wednesday,2018-02-14,1483,2,180.0,179.0,0.9944444444444445,1.0,4.999999,4.9944444444444445,M,5,Hispanic
2017-2018,245,3,0,2012-05-14,5.979588903262901,M,Hispanic,N,N,N,Monday,2018-05-07,1398,2,180.0,179.0,0.9944444444444445,1.0,0.999999,0.9944444444444445,F,1,White
2017-2018,246,6,2,2009-10-11,8.577862652894995,M,Hispanic,N,N,Y,Thursday,2018-05-10,1618,4,180.0,162.0,0.9,1.0,2.999999,2.9,F,2,White
2017-2018,248,0,1,2011-07-20,6.779057749303545,M,Hispanic,N,N,Y,Monday,2018-04-30,1430,2,180.0,180.0,1.0,1.0,1.9999989999999999,1.9999989999999999,F,2,White
2017-2018,249,2,1,2010-10-01,7.6387605494979365,M,Hispanic,Y,N,Y,Tuesday,2018-05-22,1430,2,180.0,177.0,0.9833333333333333,1.0,1.9999989999999999,1.9833333333333334,F,2,White
2017-2018,250,7,2,2010-01-09,8.325975208252052,F,Hispanic,Y,N,Y,Tuesday,2018-05-08,1462,3,180.0,165.0,0.9166666666666666,1.0,2.999999,2.9166666666666665,F,19,Hispanic
2017-2018,254,8,0,2011-12-08,6.360157977234303,M,Hispanic,N,Y,Y,Wednesday,2018-04-18,1426,3,180.0,152.0,0.8444444444444444,1.0,0.999999,0.8444444444444444,F,2,White
2017-2018,255,1,2,2010-04-02,8.030281251497293,M,Hispanic,N,N,Y,Friday,2018-04-13,1479,3,180.0,180.0,1.0,1.0,2.999999,2.999999,F,5,Hispanic
2017-2018,256,8,0,2011-11-17,6.417654024381062,F,Hispanic,N,N,Y,Wednesday,2018-04-18,1448,4,180.0,156.0,0.8666666666666667,1.0,0.999999,0.8666666666666667,F,1,White
2017-2018,257,9,1,2010-12-17,7.416990081931867,F,Hispanic,N,N,Y,Friday,2018-05-18,1476,4,180.0,135.0,0.75,1.0,1.9999989999999999,1.75,F,15,Hispanic
2017-2018,258,0,0,2012-06-08,5.864596808969384,M,Filipino,Y,N,N,Friday,2018-04-20,1150,1,150.0,141.0,0.94,0.8333333333333334,0.8333333333333334,0.94,F,2,White
2017-2018,259,5,5,2007-03-20,10.989958726051869,M,Asian,N,N,N,Friday,2018-03-16,1536,3,180.0,160.0,0.8888888888888888,1.0,5.999999,5.888888888888889,F,16,White
2017-2018,260,7,2,2009-09-22,8.627144979020787,F,Hispanic,N,N,Y,Wednesday,2018-05-09,1518,4,180.0,177.0,0.9833333333333333,1.0,2.999999,2.9833333333333334,F,14,Hispanic
2017-2018,261,6,4,2008-05-11,9.826348248081754,M,Hispanic,N,Y,Y,Friday,2018-03-09,1535,3,180.0,176.0,0.9777777777777777,1.0,4.999999,4.977777777777778,F,2,Hispanic
2017-2018,262,6,0,2011-12-05,6.480625885541798,F,Hispanic,N,N,Y,Tuesday,2018-05-29,1407,2,180.0,157.0,0.8722222222222222,1.0,0.999999,0.8722222222222222,M,7,Hispanic
2017-2018,264,4,5,2007-08-28,10.499873371800927,M,Hispanic,N,N,Y,Monday,2018-02-26,1518,3,153.0,129.0,0.8431372549019608,0.85,5.85,5.8431372549019605,F,1,Filipino
2017-2018,266,1,3,2008-11-23,9.221270799537294,M,Hispanic,N,N,Y,Monday,2018-02-12,1469,2,180.0,172.0,0.9555555555555556,1.0,3.999999,3.9555555555555557,F,6,White
2017-2018,267,8,2,2009-10-06,8.375257534377845,M,Hispanic,N,N,Y,Tuesday,2018-02-20,1436,2,154.0,138.0,0.8961038961038961,0.8555555555555555,2.8555555555555556,2.896103896103896,F,10,Filipino
2017-2018,268,9,1,2010-09-09,7.685304968616741,M,Hispanic,N,N,Y,Thursday,2018-05-17,1410,1,180.0,145.0,0.8055555555555556,1.0,1.9999989999999999,1.8055555555555556,F,18,Hispanic
2017-2018,269,2,2,2010-06-10,7.813986597945201,F,Hispanic,N,N,Y,Tuesday,2018-04-03,1468,3,180.0,148.0,0.8222222222222222,1.0,2.999999,2.822222222222222,F,5,Hispanic
2017-2018,270,5,2,2010-03-21,8.052184507553202,M,Filipino,N,N,Y,Monday,2018-04-09,1508,4,180.0,175.0,0.9722222222222222,1.0,2.999999,2.9722222222222223,F,4,Hispanic
2017-2018,271,6,0,2012-07-11,5.881024251011314,M,Hispanic,N,Y,Y,Tuesday,2018-05-29,1381,2,141.0,120.0,0.851063829787234,0.7833333333333333,0.7833333333333333,0.851063829787234,M,7,Hispanic
2017-2018,272,6,5,2007-03-18,10.992696633058857,F,Hispanic,N,N,Y,Thursday,2018-03-15,1393,1,180.0,153.0,0.85,1.0,5.999999,5.85,F,14,Hispanic
2017-2018,273,3,4,2008-08-01,9.590888245480743,F,Hispanic,N,N,Y,Monday,2018-03-05,1481,2,180.0,171.0,0.95,1.0,4.999999,4.95,F,2,White
2017-2018,275,6,4,2008-02-20,10.048118715647822,M,Hispanic,N,N,Y,Friday,2018-03-09,1618,4,180.0,177.0,0.9833333333333333,1.0,4.999999,4.983333333333333,F,2,Hispanic
2017-2018,276,0,3,2009-04-26,8.84343963257288,F,Hispanic,N,N,Y,Wednesday,2018-02-28,1436,1,180.0,166.0,0.9222222222222223,1.0,3.999999,3.9222222222222225,F,12,Hispanic
2017-2018,277,5,3,2009-02-28,8.944742191831454,M,Hispanic,Y,N,Y,Thursday,2018-02-08,1389,1,180.0,178.0,0.9888888888888889,1.0,3.999999,3.988888888888889,M,15,Filipino
2017-2018,278,5,2,2010-02-04,8.175390322867683,F,Hispanic,N,N,N,Monday,2018-04-09,1481,3,180.0,173.0,0.9611111111111111,1.0,2.999999,2.9611111111111112,F,4,Hispanic
2017-2018,279,3,3,2009-01-09,9.150085217355592,F,Hispanic,N,N,Y,Monday,2018-03-05,1453,1,180.0,177.0,0.9833333333333333,1.0,3.999999,3.9833333333333334,F,15,Hispanic
2017-2018,280,3,1,2011-06-19,6.883098215569108,M,Hispanic,N,Y,Y,Monday,2018-05-07,1430,2,180.0,169.0,0.9388888888888889,1.0,1.9999989999999999,1.9388888888888889,F,3,White
2017-2018,281,3,1,2011-06-21,6.8666707735271775,F,Hispanic,N,N,N,Thursday,2018-05-03,1398,1,146.0,144.0,0.9863013698630136,0.8111111111111111,1.8111111111111111,1.9863013698630136,F,1,Hispanic
2017-2018,282,2,2,2010-08-21,7.625071014462994,M,Hispanic,Y,N,N,Friday,2018-04-06,1415,1,180.0,164.0,0.9111111111111111,1.0,2.999999,2.911111111111111,F,2,White
2017-2018,283,8,3,2008-10-18,9.328049172809845,M,Hispanic,N,N,Y,Thursday,2018-02-15,1493,3,180.0,179.0,0.9944444444444445,1.0,3.999999,3.9944444444444445,F,6,Hispanic
2017-2018,284,5,0,2011-12-24,6.393012861318165,M,Hispanic,N,N,Y,Wednesday,2018-05-16,1454,4,180.0,177.0,0.9833333333333333,1.0,0.999999,0.9833333333333333,F,26,Hispanic
2017-2018,285,4,0,2012-09-07,5.700322388550073,F,Hispanic,N,N,Y,Monday,2018-05-21,1359,1,180.0,168.0,0.9333333333333333,1.0,0.999999,0.9333333333333333,F,18,Hispanic
2017-2018,286,1,1,2011-08-23,6.724299609163775,F,Hispanic,N,N,Y,Monday,2018-05-14,1398,1,180.0,162.0,0.9,1.0,1.9999989999999999,1.9,F,2,Hispanic
2017-2018,287,3,4,2008-03-10,9.976933133466122,M,Hispanic,N,N,Y,Friday,2018-03-02,1521,3,180.0,172.0,0.9555555555555556,1.0,4.999999,4.955555555555556,F,2,White
2017-2018,288,5,4,2008-01-12,10.220606857088098,F,Hispanic,N,N,Y,Monday,2018-04-02,1508,3,180.0,153.0,0.85,1.0,4.999999,4.85,F,2,Multiple
2017-2018,289,0,1,2010-04-27,8.011115902448374,M,Hispanic,N,N,Y,Tuesday,2018-05-01,1419,2,180.0,143.0,0.7944444444444444,1.0,1.9999989999999999,1.7944444444444443,F,7,Hispanic
2017-2018,290,3,3,2009-08-01,8.591552187929937,M,Hispanic,N,N,N,Monday,2018-03-05,1527,3,180.0,163.0,0.9055555555555556,1.0,3.999999,3.9055555555555554,F,15,Hispanic
2017-2018,291,4,1,2011-05-20,6.929642634687913,M,Hispanic,N,N,Y,Tuesday,2018-04-24,1414,1,180.0,174.0,0.9666666666666667,1.0,1.9999989999999999,1.9666666666666668,F,5,Hispanic
2017-2018,292,0,3,2009-01-08,9.139133589327638,F,Hispanic,N,N,N,Wednesday,2018-02-28,1540,4,180.0,170.0,0.9444444444444444,1.0,3.999999,3.9444444444444446,F,12,Hispanic
2017-2018,293,6,6,2006-07-18,11.641580593715135,M,Hispanic,Y,Y,Y,Friday,2018-03-09,1498,2,180.0,167.0,0.9277777777777778,1.0,6.999999,6.927777777777778,F,2,Hispanic
2017-2018,294,1,2,2010-03-18,7.912551250196787,F,Hispanic,N,N,Y,Wednesday,2018-02-14,1536,4,180.0,163.0,0.9055555555555556,1.0,2.999999,2.9055555555555554,F,5,Hispanic
2017-2018,295,8,5,2007-03-05,10.95162802795403,M,Hispanic,N,N,Y,Thursday,2018-02-15,1514,3,180.0,169.0,0.9388888888888889,1.0,5.999999,5.938888888888889,F,8,Hispanic
2017-2018,296,6,0,2012-06-19,5.8919758790392684,F,Hispanic,N,Y,Y,Friday,2018-05-11,1407,2,151.0,95.0,0.6291390728476821,0.8388888888888889,0.8388888888888889,0.6291390728476821,F,16,Hispanic
2017-2018,297,9,0,2012-02-18,6.165766579738119,F,Hispanic,N,N,Y,Thursday,2018-04-19,1413,2,180.0,176.0,0.9777777777777777,1.0,0.999999,0.9777777777777777,F,6,Filipino
2017-2018,298,2,2,2009-10-18,8.465608465608465,M,Hispanic,N,N,Y,Friday,2018-04-06,1526,4,180.0,176.0,0.9777777777777777,1.0,2.999999,2.977777777777778,F,2,White
2017-2018,299,6,3,2009-08-13,8.56964893187403,F,Hispanic,N,N,N,Friday,2018-03-09,1515,3,180.0,160.0,0.8888888888888888,1.0,3.999999,3.888888888888889,F,21,White
2017-2018,300,0,3,2009-07-21,8.610717536978857,M,Hispanic,Y,N,Y,Thursday,2018-03-01,1502,3,180.0,180.0,1.0,1.0,3.999999,3.999999,F,24,Hispanic
2017-2018,301,2,2,2009-11-26,8.356092185328926,M,Hispanic,N,N,Y,Thursday,2018-04-05,1464,3,180.0,174.0,0.9666666666666667,1.0,2.999999,2.966666666666667,F,2,White
2017-2018,302,4,2,2010-03-09,8.12610799674189,F,Hispanic,N,N,Y,Tuesday,2018-04-24,1473,3,180.0,174.0,0.9666666666666667,1.0,2.999999,2.966666666666667,F,8,Hispanic
2017-2018,304,6,1,2011-08-07,6.811912633387407,M,Hispanic,N,N,Y,Wednesday,2018-05-30,1485,4,180.0,177.0,0.9833333333333333,1.0,1.9999989999999999,1.9833333333333334,F,6,Hispanic
2017-2018,305,2,1,2011-06-10,6.814650540394395,M,Hispanic,N,N,Y,Tuesday,2018-04-03,1424,2,180.0,174.0,0.9666666666666667,1.0,1.9999989999999999,1.9666666666666668,F,3,Hispanic
2017-2018,306,5,6,2006-07-10,11.581346639561387,M,Hispanic,N,N,Y,Wednesday,2018-02-07,1516,3,180.0,168.0,0.9333333333333333,1.0,6.999999,6.933333333333334,F,9,White
2017-2018,307,4,0,2011-09-24,6.58740425881435,M,Filipino,N,N,Y,Thursday,2018-04-26,1431,3,180.0,177.0,0.9833333333333333,1.0,0.999999,0.9833333333333333,F,6,White
2017-2018,308,4,5,2007-11-01,10.313695695325709,F,Hispanic,N,N,Y,Friday,2018-02-23,1545,4,180.0,161.0,0.8944444444444445,1.0,5.999999,5.894444444444445,F,2,Hispanic
2017-2018,309,4,5,2007-10-15,10.412260347577295,F,Asian,N,N,Y,Wednesday,2018-03-14,1540,4,180.0,162.0,0.9,1.0,5.999999,5.9,F,1,Filipino
2017-2018,310,5,2,2010-02-03,8.180866136881662,F,Hispanic,N,N,Y,Tuesday,2018-04-10,1504,4,180.0,176.0,0.9777777777777777,1.0,2.999999,2.977777777777778,F,18,White
